ID,User,Date Created,Number of Likes,Source of Tweet,Tweet
16866,kota_jogja,2022-03-18 04:55:03+00:00,26,Twitter Web App,"Wisata Jogja murah ✅

Tiket masuk mulai 15K dan gratis 30++ spot foto.
Selain 30++ spot foto gratis ada juga beberapa spot berbayar mulai 10K.

Besok udah weekend lagi...
Yuk main ke sini... !!

📽️ @wonderfuljogja

📍 Obelix Hills, Wukirharjo, Prambanan, Sleman, Yogyakarta https://t.co/xDgKcs467v"
16867,catperku,2022-03-18 03:40:03+00:00,0,CatperkuNextScriptsAutoPoster,Wayang Kulit Show At Keraton Yogyakarta [ Wisata Kota Jogja ] - https://t.co/Zx4aKO78uL https://t.co/waLTBvuQMV
16868,idbcpr,2022-03-18 03:40:02+00:00,0,Awtoshare,Wayang Kulit Show At Keraton Yogyakarta [ Wisata Kota Jogja ] - https://t.co/6X6OlAAxMP https://t.co/HQredzwGNW
16869,balaibahasadiy,2022-03-18 01:52:13+00:00,2,Twitter for Android,"MENGGAGAS DESTINASI WISATA SASTRA

Silakan bergabung dalam Diskusi Sastra Balai Bahasa Yogyakarta seri #4 melalui tautan berikut.

Zoom Meeting
https://t.co/4SxtlbvoWk

Kode ID: 891 1900 1105
Passcode: 262841 https://t.co/sh5dXBHqSx"
16870,yangtzetry,2022-03-17 17:51:42+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16871,dewisri_id,2022-03-17 15:01:14+00:00,0,Instagram,"Baru saja mengirim foto @ Desa Wisata KREBET, Sendangsari Pajangan Bantul DI.Yogyakarta https://t.co/OZTCuQlQu3"
16872,jpnncom,2022-03-17 04:20:03+00:00,0,JPNN News Update,Para tamu G20 akan disuguhi wisata candi yang ada di Yogyakarta dan Jawa Tengah. Berikut serangkaian acara tamu G20. #tamuG20 https://t.co/LuX74XVV6U
16873,0734_kodim,2022-03-17 02:29:21+00:00,0,Twitter Web App,"TNI Polri Bagi Bagi Masker di Alun Alun Utara Yogyakarta

Serda Arif Wibowo Anggota Koramil 12/Gondomanan bersama Anggota Polsek Gondomanan Bagi bagi masker kepada warga ataupun pengunjung wisata Alun Alun Utara Yogyakarta https://t.co/IWXB2T0blg"
16874,yangtzetry,2022-03-16 23:21:47+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOWcw8b

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16875,tvOneNews,2022-03-16 22:47:32+00:00,1,dlvr.it,Sejumlah Wisata di Yogyakarta Siap Menyambut Delegasi Presidensi KTT G20 Indonesia https://t.co/mYIq3XOb84
16876,Bambangwijanar,2022-03-16 16:23:54+00:00,0,Twitter Web App,"Yogyakarta Bakal Suguhkan Potensi Wisata hingga UMKM Selama Penyelenggaraan G20
 #PLNPimpinTransisiEnergi
#ListrikModaTransportasiUtama"
16877,20detik,2022-03-16 15:09:18+00:00,0,detikcommunity,Eksotisme Kawasan Wisata Goa Pindul Yogyakarta https://t.co/2klQIMC75T
16878,dewisri_id,2022-03-16 13:49:46+00:00,0,Instagram,"Baru saja mengirim foto @ Desa Wisata KREBET, Sendangsari Pajangan Bantul DI.Yogyakarta https://t.co/OYgsOpPK6z"
16879,justuzek,2022-03-16 13:47:49+00:00,0,Twitter for iPhone,"Mungkin itu saja dari saya, sebagai salah satu pekerja kreatif yang memiliki base di Yogyakarta. Saya hanya berniat mengutarakan pendapat saya agar kita sama-sama dapat membangun wisata Jogja agar lebih baik lagi. Terimakasih"
16880,iyankkumi,2022-03-16 12:24:25+00:00,0,Twitter for Android,"@fajarnugros Tahun 2002 pernah ikut ortu Wisata dari kantor ke Yogyakarta naik kereta ekonomi dr bdg, kena copet 2x, di dlm sumpek Banyak penumpang+barang2 bawaan ditambah pengap dan berujung muntah2."
16881,idbcpr,2022-03-16 11:52:38+00:00,1,Awtoshare,"Pantai Baron, Wisata Pantai Yogyakarta Favorit! - https://t.co/aJIpazsQqU https://t.co/xzN5WajTTs"
16882,0x_Shantel,2022-03-16 10:41:01+00:00,0,Twitter Web App,"wih mantap nih kalian harus tau penyelenggaraan G20, Yogyakarta bakal suguhkan potensi wisata hingga UMKM selama penyelenggaraan G20 #PLNPimpinTransisiEnergi https://t.co/9uI6mXV5Zp"
16883,Radar_Assistant,2022-03-16 08:50:32+00:00,0,FlightAlerts,"MULTI ADSBX MANOEUVRING ALERT : At time Wed Mar 16 08:49:20 2022 #WON1845  was likely to be manoeuvring at FL91 11nm from JOG Yogyakarta_VOR-DME_ID
 near Jalan Clapar, Bukit WIsata Pulepayung, Hargowilis, #AvGeek #ADSB https://t.co/HXQsBrdcYd https://t.co/VU1slck9mA"
16884,yangtzetry,2022-03-16 04:51:43+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOWcw8b

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16885,TuguJogja_id,2022-03-16 04:49:34+00:00,0,Twitter Web App,"Yogyakarta Bakal Suguhkan Potensi Wisata hingga UMKM Selama Penyelenggaraan G20
https://t.co/KA7qx1hDLt"
16886,infobmkgyia,2022-03-16 04:27:45+00:00,1,IFTTT,"Selamat Pagi #sobatbmkgyia...
Berikut kami sampaikan Prakiraan Cuaca Wisata dan Lereng merapi di Wilayah DIY untuk Esok Hari, Kamis 17 Maret 2022.
Semoga bermanfaat.

#infobmkg #infobmkgyia #cuacamerapi
@staklim_jogja @trcbpbddiy @pusdalopssleman @basarnas_yogyakarta @kominf… https://t.co/ym4mfuOy9T"
16887,intermednewsid,2022-03-16 03:36:23+00:00,0,Twitter Web App,"Kunjungi Kota Solo, Alumni ABA IPK Yogyakarta Angkatan 1978 Naiki Mobil Wisata Listrik https://t.co/veiqjyagEd"
16888,aguskoerniawan,2022-03-16 01:09:18+00:00,1,Twitter for Android,"Dibutuhkan Penulis ( tema Paket Wisata Di Yogyakarta ) 

Deadline 14 April 2022 

#penulisindonesia 

https://t.co/iJL5QyVpJj"
16889,idbcpr,2022-03-15 21:35:16+00:00,1,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Candi Prambanan, Sleman, Yogyakarta.... - https://t.co/2MMpEhnLvc"
16890,dewisri_id,2022-03-15 14:36:25+00:00,0,Instagram,"Baru saja mengirim foto @ Desa Wisata KREBET, Sendangsari Pajangan Bantul DI.Yogyakarta https://t.co/HRm7BJvT4o"
16891,Ieonathan,2022-03-15 12:42:32+00:00,0,Twitter for Android,"PAS BANGET BANG ARDITO PRAMBANAN 😭

Ni konsepnya si Ardhito jadi tempat wisata bersejarah ya? Berarti kalau dia nyanyi lagu ini bukan Di Senayan jadinya Di Yogyakarta. https://t.co/AKHDKyU7FF"
16892,yangtzetry,2022-03-15 10:21:47+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOWcw8b

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16893,BikinLaparMata,2022-03-15 10:11:33+00:00,0,twittbot.net,"Yogyakarta terkenal dgn wisata kuliner yg murah meriah, makanan apa saja yg pernah kamu coba saat travelling kesana? jogjaupdate infojogja"
16894,mnews_id,2022-03-15 08:34:00+00:00,0,Twitter Web App,"Yogyakarta Siap Suguhkan Potensi Wisata hingga UMKM Selama Penyelenggaraan Presidensi G20
https://t.co/8q8zi25ydf via @mnews_id"
16895,jpnncom,2022-03-15 07:25:03+00:00,0,JPNN News Update,Objek wisata Tamansari Yogyakarta ramai dikunjungi wisatawan meskipun DIY berstatus PPKM level 4. Kenapa bisa begitu? #Jogjappkmlevel4 https://t.co/d66JDVS1yd
16896,hmps_kesmasuad,2022-03-15 06:32:56+00:00,0,Twitter for Android,Pelaksanaan kegiatan BMC ( Big Meet Care) yang Ke 3 dilaksanakan bersamaan dengan kegiatan Camping Ceria yang di selenggarakan di Desa Wisata Pule Sari Sleman Yogyakarta.
16897,0734_kodim,2022-03-15 04:54:51+00:00,0,Twitter Web App,"Koramil Kraton Kerja Bakti Bersama Pedagang Tempat Wisata

YOGYAKARTA - Babinsa Koramil Kraton Pelda Lasiman dan Sertu Mizan melaksanakan kerja bakti bersihkan lingkungan dengan  pedagang yang berjualan di  Kraton. Kerja bakti pada saat hari libur wisata Kraton. Senin (14/3/2022) https://t.co/BvlMSg9Xsv"
16898,akuratco,2022-03-15 04:20:00+00:00,0,Twitter Web App,"Seorang wisatawan pengunjung Taman Sari mengeluhkan aturan pemakaian kamera yang diterapkan di destinasi wisata kelolaan Keraton Yogyakarta tersebut. Seperti apa aturannya?
https://t.co/zvpVwxZGlT"
16899,kumparan,2022-03-15 03:09:41+00:00,1,dlvr.it,Delegasi G20 akan mengunjungi sejumlah objek wisata di Yogyakarta. #publisherstory https://t.co/6G8br9UJeB
16900,895jizfm,2022-03-15 00:20:34+00:00,0,Twitter Web App,"Saatnya #INFOTERKINI di #SEMPAG
- Jadi Tuan Rumah G20, DI Yogyakarta Bakal Suguhkan Potensi Wisata
- Ketua Adat Dayak dan Banjar Beri Pesan Khusus ke Jokowi soal IKN 
- Rudy Salim Tak Hadiri Panggilan Polisi Sebagai Saksi untuk Indra Kenz

Streaming: https://t.co/wDaw4P89WJ"
16901,_silentmary,2022-03-14 18:22:02+00:00,0,Twitter for Android,wisata yogyakarta :( https://t.co/xWyYivo6DV
16902,catperku,2022-03-14 17:20:43+00:00,0,CatperkuNextScriptsAutoPoster,Wisata Museum Affandi Yogyakarta [Wisata Jogja] - https://t.co/QcwhnZeFFf https://t.co/zX5D2ul4EI
16903,idbcpr,2022-03-14 17:20:42+00:00,0,Awtoshare,Wisata Museum Affandi Yogyakarta [Wisata Jogja] - https://t.co/2OwKBScSq9 https://t.co/OGFxlC498O
16904,yangtzetry,2022-03-14 15:51:43+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16905,dewisri_id,2022-03-14 15:12:45+00:00,0,Instagram,"Baru saja mengirim foto @ Desa Wisata KREBET, Sendangsari Pajangan Bantul DI.Yogyakarta https://t.co/73dXOy3YyP"
16906,bitovimanovski,2022-03-14 14:53:45+00:00,0,Zapier.com,"https://t.co/MzmPlxhYW7, YOGYAKARTA -- Puluhan pedagang asongan yang tergabung dalam Komunitas Pedagang Asongan Malioboro Yogyakarta berharap diizinkan untuk berjualan di sepanjang kawasan utama wisata tersebut setelah relokasi pedagang kaki lima...
https://t.co/uiGbOnwtNG"
16907,kumparan,2022-03-14 14:42:36+00:00,5,dlvr.it,"Seorang wisatawan mengeluhkan biaya tambahan sebesar Rp 250 ribu untuk menggunakan kamera profesional atau DSLR dan sejenisnya di obyek wisata Taman Sari, Yogyakarta. #kumparanNEWS https://t.co/CAachHBfZz"
16908,detikcom,2022-03-14 10:40:35+00:00,9,Echobox,"Seiring dengan dibukanya Bandara New Yogyakarta International Airport (YIA), pembangunan wisata di Kulon Progo terus dikebut. Ini obwis baru kekinian:  https://t.co/xS2UJ0QHUa"
16909,kompascom,2022-03-14 06:06:09+00:00,0,dlvr.it,"Selama dua hari satu malam, wisatawan bisa mengunjungi wisata pantai yang ada di Kabupaten Gunung Kidul dan menikmati suasana Kota Yogyakarta. https://t.co/zX23JxrvH2"
16910,KompasTravel,2022-03-14 06:06:04+00:00,0,Feed Kompas Travel,"Itinerary Wisata Yogyakarta 2 Hari 1 Malam, Pantai dan City Tour https://t.co/gVbwBNzZTT"
16911,HotelJogjaPro,2022-03-14 05:58:13+00:00,0,twittbot.net,#jalanjalankl #jalanjalanmakanmakan #wisata cari hotel murah di yogyakarta dekat malioboro KLIK https://t.co/zrZq2CGei6
16912,titiktemuco,2022-03-14 03:54:26+00:00,0,Twitter Web App,"Erupsi Merapi, 5 Tempat Wisata di Yogyakarta ini Ditutup Sementara. Berikut Daftar Lengkapnya https://t.co/jJ16YbdnG4"
16913,MuhNasa,2022-03-14 02:01:39+00:00,0,Instagram,"wisata religi @ Pantai Parangtritis, Bantul, Yogyakarta https://t.co/i0rYkG2Qo7"
16914,yangtzetry,2022-03-13 21:21:40+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16915,HotelJogjaPro,2022-03-13 16:58:15+00:00,0,twittbot.net,#liburan #wisata #wisataindonesia hotel di yogyakarta dekat malioboro KLIK https://t.co/zrZq2CGei6
16916,intipnews,2022-03-13 11:52:43+00:00,0,Jetpack.com,Yogyakarta Tujuan Wisata Mudik Lebaran https://t.co/TdP8Xvpip1
16917,BPerempuan,2022-03-13 07:23:51+00:00,0,Blogger Perempuan,WISATA SEJARAH DI PUSAT KOTA YOGYAKARTA by Arinal Haq Izzawati Nurrahma - https://t.co/F1XYI8ZsM7 https://t.co/wzanC4lkvp
16918,kompascom,2022-03-13 06:34:04+00:00,1,dlvr.it,"Cuma punya waktu sehari? Berikut rekomendasi itinerary wisata sehari di Yogyakarta, untuk menikmati panorama sunrise hingga sunset. https://t.co/KYMdJrk88m"
16919,RadioElshinta,2022-03-13 05:34:32+00:00,3,TweetDeck,"12.34: Tempat wisata Tebing Breksi, Kabupaten Sleman, Yogyakarta banyak dikunjungi wisatawan, #cuaca cerah.
via cctv Dinas Kominfo DIY #ElshintaWeekend https://t.co/gWdcCpOQq7"
16920,RadioElshinta,2022-03-13 04:12:04+00:00,5,TweetDeck,"11.12: Tempat wisata Pantai Baron, Yogyakarta banyak wisatawan yg berkunjung, #cuaca cerah.
via cctv Dinas Kominfo DIY #ElshintaWeekend https://t.co/Wkprfv0Zqe"
16921,yangtzetry,2022-03-13 02:51:43+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16922,amniscience,2022-03-13 02:50:40+00:00,0,Twitter for iPhone,"@ARXCUS ㅤ
ㅤ     Melihat ke kanan kiri, rasanya mereka telah keluar dari pusat Kota Yogyakarta, namun masih tidak terlalu jauh. Eve selalu menyimak kekasihnya yang sedang menjelaskan layaknya pemandu wisata. Menganggukan kepala dan tersenyum setiap Akarsana menceritakan hal baru. -
ㅤ"
16923,kompascom,2022-03-12 22:35:02+00:00,1,dlvr.it,5 Tempat wisata di yogyakarta ini tutup sementara sampai aktivitas Merapi menurun. https://t.co/Zi9z0T3jVC
16924,KompasTravel,2022-03-12 22:10:03+00:00,0,Feed Kompas Travel,5 Tempat Wisata di Yogyakarta yang Tutup Sementara Akibat Erupsi Merapi https://t.co/Y2ZkhdCPsr
16925,silanewscom,2022-03-12 17:04:04+00:00,0,Twitter for Android,"7 Wisata Kuliner di Kulon Progo, Yogyakarta yang Wajib Dikunjungi. Suasananya Bikin Kangen Kampung! https://t.co/ZI48zsKcGc"
16926,area_diy,2022-03-12 12:30:06+00:00,1,Twitter for Android,"Titik nol kota Yogyakarta
📹 @rurynugroho404
#jogja #yogyakarta #diy #wisatajogja #wisatayogyakarta #malioboro #titiknoljogja #fyp https://t.co/F1j4M7WfHi"
16927,visiting_jogja,2022-03-12 11:18:40+00:00,0,Twitter for iPhone,"#SobatVisitingJogja , Dinas Pariwisata Daerah Istimewa Yogyakarta, menggelar “Lomba Kelompok Sadar Wisata (Pokdarwis) Tingkat DIY Tahun 2022” dengan peserta Pokdarwis dari 4 kabupaten dan 1 kota se-DIY.

@GkrBendara 
#Pokdarwis #LombaPokdarwis
#visitingjogja
#jogjaistimewa https://t.co/MuytO9e4OC"
16928,yangtzetry,2022-03-12 08:21:45+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOWcw8b

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16929,MSNindonesia,2022-03-12 07:45:51+00:00,0,OxfordBlue-Twitter,"Yogyakarta Tujuan Wisata dan Mudik Lebaran, Kapolri: Waspada Kenaikan Covid-19 https://t.co/oMkuVtCpuC"
16930,alexander_murfi,2022-03-12 07:43:25+00:00,4,Twitter for Android,"Yogyakarta Tujuan Wisata dan Mudik Lebaran, Kapolri: Waspada Kenaikan Covid-19

Sudah lama kami duga kalau lebaran itu akan ditetapkan sebagai pucaknya covid-19
Musuh besar kalian saat ini adalah Islam, yang mau kalian bungkam

https://t.co/lHZrT24bdT"
16931,tempodotco,2022-03-12 07:22:02+00:00,0,dlvr.it,"Yogyakarta Tujuan Wisata dan Mudik Lebaran, Kapolri: Waspada Kenaikan Covid-19 https://t.co/wp2auHahFv #TempoTravel"
16932,nazarianazmi,2022-03-12 02:41:07+00:00,0,Twitter for Android,"Welcome dikota lucu yogyakarta, dimana wisata jalan terus, tpi warga disuruh dirumah saja dan taat prokes"
16933,catperku,2022-03-11 20:00:06+00:00,0,CatperkuNextScriptsAutoPoster,"Taman Sari, Wisata Yogyakarta Hits Karena Instagram! [Wisata Jogja] - https://t.co/4vs160sh0f https://t.co/XJeXr5OPYf"
16934,idbcpr,2022-03-11 20:00:05+00:00,0,Awtoshare,"Taman Sari, Wisata Yogyakarta Hits Karena Instagram! [Wisata Jogja] - https://t.co/S9mxTBavUQ https://t.co/ZPkk7EKzq6"
16935,yangtzetry,2022-03-11 13:51:44+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOWcw8b

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16936,dewisri_id,2022-03-11 12:17:42+00:00,0,Instagram,"Baru saja mengirim foto @ Desa Wisata KREBET, Sendangsari Pajangan Bantul DI.Yogyakarta https://t.co/FAYrQYUCv2"
16937,visiting_jogja,2022-03-11 10:57:29+00:00,0,Twitter for iPhone,"Perlombaan ini diikuti oleh 15 kelompok masyarakat sadar wisata perwakilan dari seluruh kabupaten dan kota di DIY.  

Kamis (10/3) rombongan tim juri Lomba Pokdarwis berkunjung ke Pokdarwis Panembahan Gumregah, Kraton, Yogyakarta"
16938,idbcpr,2022-03-11 09:03:07+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Masjid Jogokaryan, Yogyakarta.... - https://t.co/BVNwSJXy6h"
16939,PoldaJogja,2022-03-11 08:16:47+00:00,2,Twitter Web App,"""Saya berikan apresiasi, harapan kita karena memang Yogyakarta menjadi salah satu wilayah kunjungan wisata, kunjungan mudik dan juga ada event internasional, Presidensi G20 yang dilaksanakan di sini. Jadi kita ingin yakinkan bahwa seluruh rangkaian dapat berjalan baik, https://t.co/azQkeYnhzs"
16940,chatnews_id,2022-03-11 06:15:42+00:00,0,Twitter Web App,"Dinas Pariwisata Kabupaten Sleman, Daerah Istimewa Yogyakarta menutup sementara objek wisata yang berada di Kawasan Rawan Bencana (KRB) III Gunung Merapi. 

https://t.co/dyIsBNPurt"
16941,_Jogja_,2022-03-11 03:17:34+00:00,0,TweetOtimatisJogja,Tujuh Tempat Wisata Populer Bantul Yogyakarta https://t.co/Q5CHIiqUtG #fb
16942,BikinLaparMata,2022-03-11 03:11:41+00:00,0,twittbot.net,"Istana Ratu Boko Sleman, Yogyakarta akan memberikan pengalaman wisata yang historical dan sedikit mistis, yuk coba. https://t.co/GdV5UG3ZUJ"
16943,CNNIDdaily,2022-03-11 02:37:50+00:00,0,Twitter Web App,"Sesuai instruksi gubernur, obyek wisata mengalami pembatasan kapasitas jumlah pengunjung menjadi lebih kecil. 
-
VIDEO: PPKM Level 4, Yogyakarta Tetap Buka Tempat Wisata https://t.co/xYUbSE3pKz"
16944,yangtzetry,2022-03-10 19:21:40+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16945,haning_sw,2022-03-10 12:58:24+00:00,1,Twitter for Android,"Naik bis endel menuju ke
#heha
#wonosari 
#gunungkidul 
#Yogyakarta 
#wisata
#haning https://t.co/nulxy5cRtx"
16946,hariankompas,2022-03-10 12:24:56+00:00,1,TweetDeck,"Sejumlah obyek wisata dan lokasi tambang pasir di lereng Gunung Merapi di Kabupaten Sleman, Daerah Istimewa Yogyakarta, ditutup sementara. Penutupan dilakukan untuk mencegah korban jika Merapi kembali erupsi. #Nusantara #Merapi https://t.co/Rb0BtU08J3"
16947,kompascom,2022-03-10 10:46:03+00:00,1,dlvr.it,"Wisata Bantul tetap buka saat PPKM level 4 di Daerah Istimewa Yogyakarta. Namun, jumlah kunjungan wisatawan dikurangi. https://t.co/n24kl8YLO1"
16948,HotelJogjaPro,2022-03-10 10:28:15+00:00,0,twittbot.net,#liburan #wisata #wisataindonesia hotel murah di dekat bandara adisucipto yogyakarta KLIK https://t.co/zrZq2Cpbg6
16949,idbcpr,2022-03-10 08:16:46+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Situs Warungboto, Yogyakarta.... - https://t.co/1P20NT1iYN https://t.co/LVoKStQGQL"
16950,visiting_jogja,2022-03-10 05:39:10+00:00,0,Twitter for iPhone,"dilanjutkan Kampung Wisata Purbayan yang kebetulan keduanya berada di wilayah Kotagede, Yogyakarta."
16951,kompascom,2022-03-10 04:48:48+00:00,4,Twitter Web App,"Selain penambangan pasir, akses menuju jalur wisata di lereng Gunung Merapi juga ditutup. | #GunungMerapi #Yogyakarta 

https://t.co/WnXjciA34z"
16952,bitovimanovski,2022-03-10 04:38:07+00:00,0,Zapier.com,"https://t.co/MzmPlxhYW7, SLEMAN -- Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Sleman, Daerah Istimewa Yogyakarta melakukan penutupan sementara jalur menuju kawasan penambangan pasir dan jalur wisata di lereng Gunung Merapi setelah...
https://t.co/MZB4JcAozU"
16953,yangtzetry,2022-03-10 00:51:44+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16954,idbcpr,2022-03-09 16:46:46+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Masjid Kampus UGM, Bulaksumur, Yogyakarta... - https://t.co/1KtuE78G9R"
16955,voidotid,2022-03-09 12:55:10+00:00,0,VOI.ID,"Pemerintah Kota Yogyakarta mengingatkan seluruh pelaku wisata di kota tersebut untuk memperketat protokol kesehatan usai pemerintah tidak lagi mewajibkan tes COVID-19 sebagai syarat perjalanan darat, laut, dan udara. https://t.co/Bej9F1oUR5"
16956,kosadata,2022-03-09 11:42:33+00:00,0,dlvr.it,"Navigasi Informasi|  Bidik Yogyakarta, Nara Kupu Village Bakal Bangun Kawasan Wisata di Kaki Gunung Merapi https://t.co/vHKiyjICge  |Share Kosadata"
16957,kosadata,2022-03-09 10:18:03+00:00,0,dlvr.it,"Navigasi Informasi: Bidik Yogyakarta, Nara Kupu Village Bakal Bangun Kawasan Wisata di Kaki Gunung Merapi https://t.co/VQutOycyEn Share Kosadata"
16958,yangtzetry,2022-03-09 06:21:44+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16959,idbcpr,2022-03-09 04:22:52+00:00,2,Awtoshare,Yogyakarta Ini Memang Nggak Ngebosenin! Aktivitas Wisata Menantang Di Yogyakarta Ini Bikin Petualanganmu Makin Menarik! - https://t.co/RzHtrjwPBI https://t.co/sEYK5MMyIq
16960,StarGlamJogja,2022-03-09 04:16:25+00:00,0,Twitter Web App,Desa Wisata Banjarasri: Tempat Healing Terbaik di Yogyakarta https://t.co/DKMBvfdX6b
16961,newsmerahputih,2022-03-09 02:59:00+00:00,0,TweetDeck,"Kunjungan wisata ke Candi Borobudur dan Prambanan di wilayah Daerah Istimewa Yogyakarta (DIY) dan Jawa Tengah meningkat selama libur Nyepi pekan lalu.

#merahputihcom #HariNyepi #candiborobudur 

https://t.co/zrkXOTfnOF"
16962,kecpiyungan1,2022-03-09 02:12:11+00:00,4,Twitter for Android,"Kalurahan Srimulyo, Piyungan, Bantul, Yogyakarta berhasil memanfaatkan potensi desanya dengan maksimal.
60 persen wilayahnya terdiri dari perbukitan namun Kalurahan Srimulyo, Piyungan, Bantul mampu mengembangkan menjadi 19 destinasi wisata https://t.co/WmBDGMcpXL"
16963,MSNindonesia,2022-03-08 16:45:56+00:00,0,OxfordBlue-Twitter,"PPKM Level 4, Yogyakarta Tetap Buka Tempat Wisata tapi Ada Pembatasan https://t.co/vVmtLYOuAR"
16964,jpnncom,2022-03-08 15:40:03+00:00,0,JPNN News Update,Tempat wisata candi di sekitar Yogyakarta mulai dikunjungi banyak wisatawan pada libur Nyepi 2022. Wisatawan mulai percaya diri.  #wisataCandi https://t.co/z2UsWYRslw
16965,tempodotco,2022-03-08 15:38:32+00:00,5,dlvr.it,"PPKM Level 4, Yogyakarta Tetap Buka Tempat Wisata tapi Ada Pembatasan https://t.co/JGJrjcvV7n #TempoTravel"
16966,klinikhukum,2022-03-08 15:00:02+00:00,7,Twitter Web App,"Beberapa waktu lalu viral biaya parkir di salah satu tempat wisata di Yogyakarta di-markup hingga mencapai Rp350 ribu. Waspada! Ini ada jerat hukumnya lho!
https://t.co/ClpHntsL2A"
16967,dia_wasesa,2022-03-08 12:38:11+00:00,0,Twitter for Android,"4 destinasi Desa wisata kuliner di Yogyakarta
#DIY 
#DesaWisataNusantara 
#kuliner
#Yogyakarta https://t.co/bcwGEVtNRT"
16968,yangtzetry,2022-03-08 11:51:43+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16969,MSNindonesia,2022-03-08 10:45:56+00:00,0,OxfordBlue-Twitter,"Yogyakarta PPKM Level 4, Tempat Wisata Tetap Buka https://t.co/9FQWtmuf5Y"
16970,kompascom,2022-03-08 10:22:35+00:00,2,dlvr.it,"PPKM Level 4 berlaku di Yogyakarta. Meski begitu, tempat wisata tidak ditutup. https://t.co/4dXEbJMsBt"
16971,KompasTravel,2022-03-08 10:10:03+00:00,1,Feed Kompas Travel,"Yogyakarta PPKM Level 4, Tempat Wisata Tetap Buka https://t.co/Zoo2N046jn"
16972,StarGlamJogja,2022-03-08 05:06:23+00:00,0,Twitter Web App,Wisata dengan konsep desa wisat saat ini sedang gencar dikembangkan di Yogyakarta. Banyak sekali desa-desa wisata yang muncul dan menambah daftar tempat untuk berlibur di provinsi ini. Salah satu yang mungkin menarik adalah Kampung Flory. https://t.co/KSaD50weSg
16973,IDNTimes,2022-03-08 04:25:33+00:00,0,dlvr.it,10 Tempat Wisata Bukit di Yogyakarta yang Instagramable Banget https://t.co/EnwTVEzUqd https://t.co/9fuFH4x81S
16974,yangtzetry,2022-03-07 17:21:40+00:00,0,twittbot.net,"Menikmati sisi lain Borobudur di Punthuk Setumbu https://t.co/KMqyOVUmU3

#Borobudur #Yogyakarta #Wisata #Liburan #Travel"
16975,bitovimanovski,2022-03-07 14:36:32+00:00,0,Zapier.com,"https://t.co/MzmPlxhYW7, GARUT -- Pemerintah Kabupaten Garut, Jawa Barat berupaya menjadikan Gunung Guntur, Kecamatan Tarogong Kaler sebagai objek wisata yang menarik seperti Bromo di Jawa Timur dan Gunung Merapi di Yogyakarta...
https://t.co/Oj2myT7mfg"
16976,beniHK,2022-03-07 08:45:09+00:00,0,Instagram,"Just posted a photo @ Wisata Waduk Sermo,kulonprogo,yogyakarta. https://t.co/bGhhBIQ6xP"
